Geneid,Chr,Start,End,Strand,Length,raw_count_1,raw_count_2,raw_count,FPKM
scra,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1141001;1141125;1141492;1142053;1142485;1142909;1143243;1143443;1143685;1143962;1144473;1144834,1141018;1141430;1141971;1142419;1142850;1143080;1143375;1143619;1143906;1144328;1144771;1145553,+;+;+;+;+;+;+;+;+;+;+;+,3627,326,321,323.5,4.558506545
FBgn0175848,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1171576;1178733;1179224;1179522;1183062;1184156;1184383;1184574;1192793;1193078;1194785;1195343;1195553;1195753,1171829;1178831;1179465;1179668;1183360;1184323;1184503;1185098;1193006;1193192;1195282;1195483;1195692;1195873,+;+;+;+;+;+;+;+;+;+;+;+;+;+,3084,3288,3205,3246.5,53.80181058
CG30491,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1199921;1200072;1200295;1200445;1200657;1200973,1200006;1200237;1200392;1200601;1200916;1201201,+;+;+;+;+;+,996,410,406,408,20.93614309
CG30495,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1201717;1201916;1202238;1202726,1201802;1202179;1202654;1202942,+;+;+;+,984,110,105,107.5,5.583534695
FBgn0175851,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1205633;1205762;1206091;1206563,1205712;1206025;1206507;1206779,+;+;+;+,978,49,50,49.5,2.586796099
FBgn0175852,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1207721;1208034;1208256;1208575,1207977;1208190;1208515;1208803,+;+;+;+,903,5618,5476,5547,313.9541794
FBgn0175853,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1209600;1209811;1210124;1210338;1210655,1209679;1210074;1210280;1210597;1210886,+;+;+;+;+,993,1093,1071,1082,55.68957013
CG12107,scaffold_1;scaffold_1;scaffold_1,1217808;1217977;1218151,1217915;1218080;1218346,+;+;+,408,341,320,330.5,41.40064946
FBgn0175855,scaffold_1;scaffold_1,1242552;1244143,1243556;1244517,+;+,1380,92,94,93,3.444290037
FBgn0175856,scaffold_1;scaffold_1;scaffold_1,1245501;1245638;1245908,1245578;1245847;1245946,+;+;+,327,144,143,143.5,22.42848824
FBgn0175857,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1253555;1253740;1253893;1254119;1254521;1254787,1253683;1253837;1254024;1254460;1254720;1254944,+;+;+;+;+;+,1059,1321,1296,1308.5,63.15003857
CG1942,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1255759;1255946;1256110;1256308;1256707;1256965,1255887;1256043;1256241;1256649;1256906;1257122,+;+;+;+;+;+,1059,25,23,24,1.158273539
FBgn0175859,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1257982;1258512;1258682;1258860;1259260;1259526,1258110;1258609;1258804;1259201;1259459;1259683,+;+;+;+;+;+,1050,17,17,17,0.8274761318
CanB2,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1330228;1330470;1331267;1331629,1330230;1330509;1331565;1331799,+;+;+;+,513,955,944,949.5,94.59614912
CG12825,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1333262;1333427;1333569;1333763,1333364;1333506;1333704;1333878,+;+;+;+,435,174,172,173,20.32603642
CG12824,scaffold_1;scaffold_1,1334313;1334509,1334409;1334741,+;+,330,1,2,1.5,0.2323128177
FBgn0175863,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1337605;1337794;1338081;1338383;1338687;1339202;1339376;1339836;1339982;1340129;1342875;1344031,1337736;1338023;1338325;1338630;1339131;1339318;1339780;1339914;1340068;1342813;1343969;1344646,+;+;+;+;+;+;+;+;+;+;+;+,6384,172,177,174.5,1.397006434
sax,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1350359;1350882;1351381;1351520;1352299;1352770;1353057,1350419;1351011;1351456;1352178;1352709;1352995;1353206,+;+;+;+;+;+;+,1713,1114,1077,1095.5,32.68517934
CG1882,scaffold_1;scaffold_1,1356667;1357090,1356801;1358319,+;+,1365,4874,4798,4836,181.0712477
phr,scaffold_1;scaffold_1;scaffold_1,1363042;1363138;1364472,1363083;1364409;1364825,+;+;+,1668,108,104,106,3.247922608
CG12822,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1366770;1366922;1367162;1367691,1366831;1367102;1367636;1368151,+;+;+;+,1179,1791,1749,1770,76.7282538
CG12821,scaffold_1;scaffold_1;scaffold_1,1368397;1368558;1368771,1368492;1368714;1369036,+;+;+,519,139,120,129.5,12.75258608
FBgn0175869,scaffold_1;scaffold_1;scaffold_1,1425006;1429367;1438056,1425493;1431371;1438259,+;+;+,2697,65,65,65,1.231766145
lin19,scaffold_1;scaffold_1;scaffold_1,1441679;1442616;1443726,1442554;1443662;1444127,+;+;+,2325,3193,3107,3150,69.24420761
CG8791,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1451389;1452725;1452998;1453517,1451422;1452934;1453452;1454251,+;+;+;+,1434,315,307,311,11.08426987
drosha,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1457156;1457294;1458735;1461124,1457245;1458677;1461059;1461257,+;+;+;+,3933,277,282,279.5,3.632065894
CG30379,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1464586;1465681;1465902;1466379,1464637;1465850;1466282;1466507,+;+;+;+,732,10,13,11.5,0.8029391105
FBgn0175874,scaffold_1;scaffold_1;scaffold_1,1468111;1468710;1469399,1468272;1469099;1471489,+;+;+,2643,76,68,72,1.392294753
CG11165,scaffold_1,1474383,1474829,+,447,21,23,22,2.515422903
CG30378,scaffold_1,1475015,1475461,+,447,60,65,62.5,7.146087794
FBgn0175877,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1480839;1481298;1481560;1482431;1482680,1480919;1481498;1482377;1482621;1482759,+;+;+;+;+,1371,173,166,169.5,6.318705305
nito,scaffold_1;scaffold_1;scaffold_1,1487724;1488276;1488424,1488217;1488391;1490105,+;+;+,2292,393,392,392.5,8.752273914
CSN4,scaffold_1;scaffold_1,1497416;1498063,1498003;1498713,+;+,1239,929,921,925,38.15630219
Nup44A,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1514698;1514870;1515382;1515651,1514808;1515307;1515590;1515957,+;+;+;+,1065,857,857,857,41.12700343
FBgn0175882,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1558857;1560201;1561236;1567807,1559143;1560319;1561485;1568614,+;+;+;+,1464,28,26,27,0.9425806949
lig,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1601198;1601631;1602090;1603626;1604385;1604609;1604842;1605258;1606763;1606953;1607148;1607614;1608543;1609016;1609174,1601575;1601808;1603504;1604041;1604492;1604713;1604942;1605784;1606897;1607078;1607396;1607769;1608575;1609092;1609591,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4422,5192,5144,5168,59.73097722
sut1,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1614908;1616180;1616341;1616761;1617413;1617703;1618061,1615000;1616284;1616501;1617355;1617625;1617805;1618314,+;+;+;+;+;+;+,1524,671,653,662,22.20081284
sut2,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1619132;1619267;1619607;1620267;1620647,1619146;1619550;1620207;1620588;1620900,+;+;+;+;+,1476,33,32,32.5,1.125363582
FBgn0175886,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1621277;1621447;1622250;1622523;1622679,1621393;1622193;1622462;1622625;1622932,+;+;+;+;+,1434,12,12,12,0.4276888695
CG8713,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1627016;1627398;1627811;1628103;1628377;1628534,1627320;1627749;1628040;1628229;1628478;1628605,+;+;+;+;+;+,1188,55,52,53.5,2.301617731
CG11210,scaffold_1;scaffold_1,1631399;1632363,1632304;1633733,+;+,2277,1558,1523,1540.5,34.57757447
CG18316,scaffold_1,1638211,1638693,+,483,294,296,295,31.21553182
Nup50,scaffold_1;scaffold_1;scaffold_1,1648568;1648850;1650092,1648793;1650030;1650430,+;+;+,1746,7002,6938,6970,204.0254723
Socs44A,scaffold_1;scaffold_1,1653056;1653669,1653606;1654140,+;+,1023,667,663,665,33.22323092
Pabp2,scaffold_1;scaffold_1;scaffold_1;scaffold_1,1657427;1657794;1658356;1658552,1657537;1658195;1658489;1658594,+;+;+;+,690,645,610,627.5,46.47939781
Rs1,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1692434;1692585;1693613;1694406;1695011,1692526;1693409;1694345;1694949;1695164,+;+;+;+;+,2349,302,301,301.5,6.559944317
CG2183,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1695565;1695712;1696657;1696775;1697034,1695648;1696592;1696719;1696970;1697192,+;+;+;+;+,1383,504,498,501,18.51447489
Mlh1,scaffold_1;scaffold_1,1697804;1698676,1698620;1699853,+;+,1995,39,37,38,0.9735013315
FBgn0175896,scaffold_1;scaffold_1,1701976;1703158,1702150;1703165,+;+,183,6,4,5,1.396415844
LRP1,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1737173;1740142;1740348;1740702;1741018;1741616;1742193;1742993;1744129;1745948;1746309;1746722;1747046;1749409;1750220;1752346;1752794;1753679;1754311;1755701;1755954,1737395;1740267;1740470;1740953;1741338;1741992;1742938;1744060;1745887;1746243;1746664;1746990;1749160;1750078;1752257;1752732;1753607;1754243;1755643;1755827;1756142,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,14154,696,674,685,2.473473339
pnut,scaffold_1,1772553,1774172,+,1620,747,749,748,23.59839339
CG14760,scaffold_1;scaffold_1;scaffold_1,1788394;1788973;1789785,1788615;1789675;1790449,+;+;+,1590,0,0,0,0
CG30369,scaffold_1,1793162,1793425,+,264,16,13,14.5,2.807113214
CG14759,scaffold_1,1793832,1794212,+,381,10,14,12,1.609726611
FBgn0175902,scaffold_1;scaffold_1,1821413;1821718,1821558;1821796,+;+,225,0,0,0,0
FBgn0175905,scaffold_1,1853722,1853967,+,246,0,0,0,0
FBgn0175906,scaffold_1;scaffold_1,1881142;1881942,1881897;1881962,+;+,777,168,156,162,10.65589295
CG11635,scaffold_1,1892150,1893016,+,867,34,39,36.5,2.151640054
FBgn0175908,scaffold_1,1904515,1905255,+,741,466,436,451,31.10671765
FBgn0175909,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1920801;1921098;1922297;1923497;1924815;1926871;1927774;1928231;1928410;1928634,1920836;1921563;1922851;1924760;1925050;1927051;1927827;1928314;1928558;1928758,+;+;+;+;+;+;+;+;+;+,3150,1304,1242,1273,20.65445325
CSN7,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1949077;1949323;1955271;1955677;1955969,1949262;1949575;1955491;1955830;1955991,+;+;+;+;+,837,884,877,880.5,53.76501305
Lcp3,scaffold_1;scaffold_1,1964680;1964748,1964691;1965074,+;+,339,5,6,5.5,0.829199143
Lcp4,scaffold_1;scaffold_1,1966662;1966731,1966673;1967057,+;+,339,0,0,0,0
FBgn0175913,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1973878;1974457;1974626;1975034;1975465;1975700,1974037;1974566;1974975;1975403;1975639;1976115,+;+;+;+;+;+,1581,10885,10722,10803.5,349.2436027
FBgn0175914,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1976582;1977051;1977220;1977463;1977705;1978140;1978369,1976741;1977160;1977429;1977569;1978029;1978314;1978709,+;+;+;+;+;+;+,1428,1611,1590,1600.5,57.28267945
Mal-A2,scaffold_1;scaffold_1;scaffold_1,1983037;1984593;1984781,1984538;1984721;1984853,+;+;+,1704,21,19,20,0.5998687782
FBgn0175916,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1989583;1990454;1990568;1990853;1991427,1990394;1990510;1990766;1991304;1991646,+;+;+;+;+,1740,22,20,21,0.616830585
Mal-A5,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,1992491;1992759;1993277;1993788;1994297;1994495,1992701;1993219;1993729;1994242;1994440;1994663,+;+;+;+;+;+,1893,588,575,581.5,15.69983031
FBgn0175918,scaffold_1,1994801,1995481,+,681,0,0,0,0
FBgn0175919,scaffold_1;scaffold_1;scaffold_1,1995627;1995950;1996614,1995878;1996545;1996680,+;+;+,915,4,4,4,0.2234265351
FBgn0175920,scaffold_1;scaffold_1;scaffold_1,2001502;2002445;2002658,2002341;2002600;2002981,+;+;+,1320,3,3,3,0.1161564089
FBgn0175921,scaffold_1;scaffold_1;scaffold_1,2002996;2003139;2003348,2003078;2003282;2003414,+;+;+,294,1,1,1,0.1738395235
FBgn0175923,scaffold_364;scaffold_364;scaffold_364,6763;6925;8412,6854;7087;8417,-;-;-,261,511,552,531.5,104.0779225
FBgn0175924,scaffold_1,2063447,2063668,+,222,0,0,0,0
FBgn0175925,scaffold_1;scaffold_1,2097846;2098960,2098116;2099390,+;+,702,282,273,277.5,20.20327282
FBgn0175926,scaffold_1,2099793,2101274,+,1482,986,966,976,33.65871
CG14752,scaffold_1;scaffold_1;scaffold_1,2119743;2120300;2120813,2119763;2120361;2121068,+;+;+,339,5,4,4.5,0.6784356624
FBgn0175928,scaffold_1;scaffold_1;scaffold_1;scaffold_1,2121523;2121698;2121843;2122034,2121646;2121786;2121975;2122104,+;+;+;+,417,16,15,15.5,1.899728318
rgr,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2129941;2137621;2138406;2138811;2139268,2130597;2137830;2138750;2139203;2140242,+;+;+;+;+,2580,952,936,944,18.70028139
Cirl,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2147278;2147564;2147869;2149438;2149685;2149952;2151686;2151907;2152210;2152373;2154229,2147326;2147753;2149336;2149627;2149895;2150768;2151851;2152136;2152307;2154142;2154697,+;+;+;+;+;+;+;+;+;+;+,5658,4780,4760,4770,43.08749928
Vps25,scaffold_1;scaffold_1,2156716;2156818,2156765;2157328,+;+,561,646,642,644,58.67037436
FBgn0175932,scaffold_1,2159210,2160682,+,1473,270,266,268,9.298821272
FBgn0175933,scaffold_1,2160911,2161423,+,513,129,128,128.5,12.80211181
ptc,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2182746;2192001;2192874;2194914;2195184;2195570,2182874;2192554;2194800;2195121;2195455;2196340,+;+;+;+;+;+,3861,230,217,223.5,2.958513662
Acsl,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2206862;2208483;2210412;2210918;2211996;2212531;2212768,2206884;2208618;2210850;2211124;2212470;2212703;2212958,+;+;+;+;+;+;+,1644,5180,5046,5113,158.953404
Jon44E,scaffold_1;scaffold_1,2223349;2223569,2223539;2224136,+;+,759,27,25,26,1.750763264
CG8738,scaffold_1;scaffold_1,2228389;2229402,2228892;2230277,+;+,1380,1549,1490,1519.5,56.27525496
FBgn0175939,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2233607;2234141;2234563;2234658;2235203;2235405;2235693,2233893;2234436;2234604;2235143;2235351;2235639;2235988,+;+;+;+;+;+;+,1791,39,35,37,1.055849434
FBgn0175940,scaffold_1,2241513,2242070,+,558,1,1,1,0.09159286721
FBgn0175941,scaffold_1,2245381,2245938,+,558,0,0,0,0
PGRP-SC2,scaffold_1,2248915,2249460,+,546,3,4,3.5,0.3276206404
gcl,scaffold_1;scaffold_1;scaffold_1,2258555;2258743;2259760,2258688;2259690;2260387,+;+;+,1710,846,809,827.5,24.73248449
FBgn0175944,scaffold_1,2269382,2269546,+,165,2,1,1.5,0.4646256355
CG10092,scaffold_364;scaffold_364;scaffold_364;scaffold_364;scaffold_364,4698;4793;5326;6018;6510,4730;5105;5958;6384;6663,+;+;+;+;+,1500,112,115,113.5,3.867234039
CG8740,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2277855;2284221;2286159;2289097;2289340;2289560;2290075;2290874,2277960;2286063;2286735;2289282;2289497;2290009;2290375;2291062,+;+;+;+;+;+;+;+,3810,3640,3547,3593.5,48.20460481
FBgn0175947,scaffold_1,2316011,2316223,+,213,0,0,0,0
FBgn0175948,scaffold_1,2318317,2318469,+,153,3,3,3,1.002133724
CG8746,scaffold_1,2318489,2319316,+,828,47,45,46,2.839378883
FBgn0175950,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2324651;2338103;2344870;2346994;2348914;2349179;2351120;2351356;2354143;2355005;2355644;2356077;2356552;2356891;2357268;2357933;2360192;2366658;2368394;2372087;2377249,2324801;2338450;2345022;2347167;2349067;2349315;2351287;2351487;2354279;2355158;2355781;2356241;2356830;2357172;2357691;2358099;2360296;2366812;2368505;2372268;2377896,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4365,134,125,129.5,1.516286868
Rya-r44F,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2388343;2391177;2392320;2392449;2392902;2393486;2393669;2395148;2395887;2397498;2397757;2398572;2399220;2400075;2400300;2405230;2408989;2409572;2409740;2410228;2410493,2388396;2391380;2392397;2392837;2393426;2393610;2395091;2395751;2395986;2397702;2398513;2398871;2399819;2400227;2400415;2407327;2409289;2409682;2410159;2410429;2413172,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,11445,1475,1499,1487,6.640350825
Dmn,scaffold_1;scaffold_1;scaffold_1,2417292;2417408;2418388,2417327;2418329;2418572,+;+;+,1143,1801,1746,1773.5,79.30139291
sec31,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2419281;2419542;2420568;2420870;2421292;2421537;2423020;2423190;2423585;2423723,2419477;2420505;2420811;2420982;2421391;2422960;2423127;2423513;2423656;2423911,+;+;+;+;+;+;+;+;+;+,3735,1871,1845,1858,25.42441429
CG13751,scaffold_1,2425645,2425878,+,234,475,457,466,101.7808123
Ggamma1,scaffold_1,2427648,2427860,+,213,3315,3343,3329,798.7852651
CG30349,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2432924;2433280;2433866;2434410;2435822;2435979,2433226;2433809;2434351;2434493;2435919;2436178,+;+;+;+;+;+,1701,382,382,382,11.47770088
lin,scaffold_1,2440474,2443050,+,2577,333,315,324,6.425788765
CG8243,scaffold_1;scaffold_1;scaffold_1,2448375;2448645;2449154,2448492;2448891;2450087,+;+;+,1299,634,654,644,25.33801387
CG8237,scaffold_1,2451138,2452136,+,999,397,387,392,20.05471211
FBgn0175960,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2453704;2453860;2454112;2454338;2455661;2455836;2455993;2456107;2456467;2456728;2457150;2457410;2457686;2457966;2458138,2453758;2454050;2454281;2455599;2455782;2455935;2456052;2456402;2456663;2457090;2457348;2457621;2457907;2458075;2458304,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3726,1584,1565,1574.5,21.59711136
FBgn0175961,scaffold_1;scaffold_1;scaffold_1,2458831;2459221;2459770,2459161;2459702;2459775,+;+;+,819,623,619,621,38.75284146
CG13748,scaffold_1,2465976,2466317,+,342,9,12,10.5,1.569130436
FBgn0175963,scaffold_1,2467681,2467902,+,222,1,1,1,0.2302199095
Tom7,scaffold_1;scaffold_1,2477515;2477724,2477614;2477788,+;+,165,1294,1255,1274.5,394.7769149
babo,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2478691;2478821;2480374;2480601;2484705;2485001;2485286;2485877,2478748;2479123;2480491;2480809;2484933;2485230;2485809;2486059,+;+;+;+;+;+;+;+,1854,366,340,353,9.731075203
CG13747,scaffold_1;scaffold_1;scaffold_1;scaffold_1,2544534;2544856;2545090;2545294,2544792;2544941;2545240;2545466,+;+;+;+,669,47,46,46.5,3.552406765
FBgn0175967,scaffold_1;scaffold_1,2559299;2560448,2559446;2560494,+;+,195,0,0,0,0
ana,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2595350;2599846;2600569;2601606;2602036,2595645;2600225;2600817;2601678;2602456,+;+;+;+;+,1419,235,224,229.5,8.266014213
CG8083,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2605739;2605853;2606101;2606369;2607203;2607594;2607836,2605792;2606048;2606302;2607137;2607526;2607774;2607921,+;+;+;+;+;+;+,1812,478,455,466.5,13.15798261
CNT1,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2608102;2608298;2608843;2609664;2610052;2611055,2608246;2608619;2609607;2609991;2610232;2611149,+;+;+;+;+;+,1836,16,12,14,0.3897186703
Dbp45A,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2613521;2613652;2614252;2614472;2614890;2615109,2613596;2614193;2614418;2614830;2615043;2615379,+;+;+;+;+;+,1569,282,288,285,9.283628854
CG8777,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2624316;2624464;2624881;2625218;2625879;2626018;2626483;2626722;2626966;2627813;2628305;2628539;2628786,2624408;2624675;2625073;2625813;2625956;2626432;2626665;2626906;2627754;2628244;2628479;2628726;2628948,+;+;+;+;+;+;+;+;+;+;+;+;+,3702,399,384,391.5,5.404944082
FBgn0175973,scaffold_1,2629393,2629638,+,246,14,15,14.5,3.012511742
tsu,scaffold_1;scaffold_1,2636238;2636388,2636298;2636824,+;+,498,624,620,622,63.8347108
Phax,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2639699;2639802;2640590;2640735;2641070,2639743;2640534;2640681;2641011;2641284,+;+;+;+;+,1362,373,363,368,13.80913783
FBgn0175976,scaffold_35;scaffold_35;scaffold_35,459312;463223;468754,459475;463353;468836,-;-;-,378,0,0,0,0
Su(var)2-10,scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1,2641674;2642526;2643265;2643562;2643855;2644088;2644249;2645076;2645234,2641802;2643200;2643505;2643796;2644021;2644176;2644396;2645154;2645276,+;+;+;+;+;+;+;+;+,1806,822,794,808,22.86596151
FBgn0175978,scaffold_1,2645598,2645861,+,264,196,196,196,37.9444269
GstE13,scaffold_1;scaffold_1;scaffold_1;scaffold_1,2647677;2647844;2647947;2648082,2647771;2647892;2648038;2648484,+;+;+;+,639,710,707,708.5,56.66760391
Hydr1,scaffold_1;scaffold_1;scaffold_1,2659955;2660394;2660637,2660142;2660565;2661848,+;+;+,1572,4296,4143,4219.5,137.1842656
