Geneid	Chr	Start	End	Strand	Length	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_1_alignment.sam	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_2_alignment.sam
FBgn0177000	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1457376;1457804;1459119;1459690;1462094;1465009;1465410;1467229	1457506;1457868;1459540;1460523;1464791;1465181;1466799;1467266	-;-;-;-;-;-;-;-	5751	814	777
FBgn0177001	scaffold_11;scaffold_11	1451997;1452173	1452092;1452283	-;-	207	4491	4454
FBgn0177002	scaffold_11;scaffold_11;scaffold_11	1444404;1444638;1445165	1444508;1444911;1445946	-;-;-	1161	369	365
FBgn0177003	scaffold_11;scaffold_11;scaffold_11;scaffold_11	1441234;1441674;1441871;1442051	1441601;1441812;1441990;1442146	-;-;-;-	723	151	153
FBgn0177004	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1425843;1426192;1426399;1426976;1427495;1428317;1428472	1426130;1426341;1426915;1427429;1428263;1428412;1428507	-;-;-;-;-;-;-	2310	46	43
FBgn0177005	scaffold_9708	1106	1417	-	312	0	0
FBgn0177006	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1411059;1411557;1416422;1416975;1417438;1419030	1411336;1411926;1416790;1417360;1418647;1419728	-;-;-;-;-;-	3312	1173	1123
FBgn0177007	scaffold_11;scaffold_11;scaffold_11;scaffold_11	1407162;1408450;1409262;1409655	1408342;1408719;1409576;1409694	-;-;-;-	1806	954	926
FBgn0177008	scaffold_11;scaffold_11	1404325;1405390	1405055;1405519	-;-	861	0	0
FBgn0177009	scaffold_11;scaffold_11	1402050;1402226	1402140;1402854	-;-	720	0	0
FBgn0177010	scaffold_11	1391178	1392701	-	1524	1	1
FBgn0177011	scaffold_11;scaffold_11;scaffold_11;scaffold_11	1359095;1359366;1360561;1361387	1359225;1360470;1360820;1361462	-;-;-;-	1572	1	1
FBgn0177012	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1337895;1338112;1338301;1338555;1357048;1357772	1338051;1338248;1338487;1338721;1357713;1358407	-;-;-;-;-;-	1950	340	339
FBgn0177013	scaffold_11;scaffold_11;scaffold_11	1322614;1322994;1323636	1322747;1323572;1323750	-;-;-	828	2	2
FBgn0177014	scaffold_11;scaffold_11;scaffold_11	1285633;1286537;1286800	1286328;1286630;1286825	-;-;-	816	1	1
FBgn0177015	scaffold_11;scaffold_11	1275367;1277044	1276404;1277109	-;-	1104	186	188
FBgn0177016	scaffold_9708	261	635	+	375	0	0
FBgn0177017	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1268741;1269111;1269257;1270001;1270283;1271748;1271955;1272574;1273305;1273945	1269046;1269199;1269942;1270218;1271678;1271896;1272516;1272832;1273471;1273988	-;-;-;-;-;-;-;-;-;-	3876	1905	1903
FBgn0177018	scaffold_11;scaffold_11;scaffold_11	1246588;1247251;1247954	1247177;1247647;1248067	-;-;-	1101	90	92
FBgn0177021	scaffold_11;scaffold_11	1236571;1237002	1236927;1237013	-;-	369	0	0
FBgn0177022	scaffold_11;scaffold_11	1231477;1231910	1231842;1231924	-;-	381	45	38
FBgn0177023	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1221522;1221900;1222457;1223444;1224302	1221837;1221973;1222788;1223732;1224382	-;-;-;-;-	1092	326	304
FBgn0177024	scaffold_11;scaffold_11;scaffold_11	1219991;1220153;1220487	1220091;1220431;1220604	-;-;-	498	380	367
FBgn0177025	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1210649;1211192;1211444;1211678;1211903;1218781	1211097;1211381;1211612;1211832;1212641;1219091	-;-;-;-;-;-	2013	7032	6829
FBgn0177026	scaffold_11;scaffold_11;scaffold_11	1207461;1207939;1208376	1207869;1208310;1209373	-;-;-	1779	89	91
FBgn0177027	scaffold_11;scaffold_11;scaffold_11;scaffold_11	1206216;1206473;1206561;1206766	1206365;1206509;1206694;1206834	-;-;-;-	390	363	371
FBgn0177028	scaffold_11;scaffold_11	1205813;1206138	1206077;1206187	-;-	315	268	251
FBgn0177029	scaffold_11;scaffold_11;scaffold_11	1162757;1163094;1163261	1162951;1163195;1163338	-;-;-	375	161	148
FBgn0177030	scaffold_11;scaffold_11;scaffold_11	1154791;1155371;1156403	1155315;1156246;1156573	-;-;-	1572	17	19
FBgn0177031	scaffold_11;scaffold_11;scaffold_11;scaffold_11	1145090;1145506;1145871;1146612	1145359;1145808;1146029;1146911	-;-;-;-	1032	5771	5546
FBgn0177032	scaffold_11;scaffold_11;scaffold_11	1144057;1144170;1144385	1144111;1144258;1144690	-;-;-	450	422	399
FBgn0177033	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1141444;1141631;1141787;1142390;1142801;1143053	1141553;1141727;1142231;1142735;1142993;1143268	-;-;-;-;-;-	1407	255	246
FBgn0177034	scaffold_11	1135056	1136237	-	1182	59	62
FBgn0177035	scaffold_11;scaffold_11;scaffold_11;scaffold_11	1131105;1131645;1132681;1133135	1131461;1132007;1132874;1133150	-;-;-;-	930	186	184
FBgn0177036	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	1088252;1088459;1088660;1088949;1089426;1089744;1089895;1090769;1091044;1091241;1091390;1092171;1093426;1095299;1095735;1095894;1096894;1097167;1097490;1097735;1098309;1098670;1106696	1088365;1088604;1088888;1089352;1089606;1089839;1090661;1090923;1091183;1091336;1091942;1092311;1093562;1095460;1095824;1096027;1097095;1097348;1097631;1098039;1098606;1099108;1106739	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5157	33	35
FBgn0177037	scaffold_11;scaffold_11;scaffold_11;scaffold_11	1084510;1085628;1086529;1086784	1085610;1086049;1086674;1087043	-;-;-;-	1929	586	571
FBgn0177038	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	957761;959771;959982;960282;960595;1039911;1050412	959695;959922;960209;960526;960853;1040106;1050546	-;-;-;-;-;-;-	3150	1054	1005
FBgn0177039	scaffold_11;scaffold_11	914951;915538	915474;915580	-;-	567	5	6
FBgn0177040	scaffold_11	911824	912648	-	825	230	234
FBgn0177041	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	885201;885646;885821;885999;890835;891509;893289;894546;895296;896113;896261;902179;906456	885584;885761;885935;890775;891418;891689;893720;895230;895744;896196;896354;902494;906524	-;-;-;-;-;-;-;-;-;-;-;-;-	8286	375	372
FBgn0177042	scaffold_11;scaffold_11	875307;877857	875539;878118	-;-	495	0	0
FBgn0177043	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	860795;861207;861489;862951;863649;863789;864232	861151;861378;862735;863338;863734;864177;864382	-;-;-;-;-;-;-	2790	0	0
FBgn0177044	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	856618;856819;857217;857446;858931;859670;859806;860256	856749;857163;857388;858866;859456;859755;860197;860379	-;-;-;-;-;-;-;-	3198	0	0
FBgn0177045	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	852621;852812;853213;853448;854955;855227;855569;855737;855888;856335	852752;853156;853384;854901;855162;855514;855670;855822;856276;856473	-;-;-;-;-;-;-;-;-;-	3315	2	2
FBgn0177046	scaffold_11;scaffold_11	851438;851811	851658;852420	-;-	831	0	0
FBgn0177047	scaffold_11;scaffold_11	845677;846023	845909;846626	-;-	837	0	0
FBgn0177048	scaffold_11	840272	840487	-	216	0	0
FBgn0177049	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	816360;816657;817666;825346;826574;833447;839071	816595;816831;817804;825448;826622;833851;839202	-;-;-;-;-;-;-	1239	756	758
FBgn0177050	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	777191;787232;800055;803958;804122	777512;787356;800254;804070;804195	-;-;-;-;-	834	0	0
FBgn0177051	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	733249;734647;734808;735067;735330;735568;735891;736278;736551;737038;740084;741263;742875;743448;743747;743914;745271;748665;771223	733278;734740;735009;735273;735513;735834;736224;736493;736960;737229;740113;741445;743005;743678;743850;744101;745407;749390;771226	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3870	471	454
FBgn0177052	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	728125;728198;728324;728566;729011;729261;729514;729836;730198	728140;728265;728506;728697;729187;729455;729776;730084;730252	-;-;-;-;-;-;-;-;-	1338	502	480
FBgn0177053	scaffold_11;scaffold_11	709380;709813	709748;710088	-;-	645	4	5
FBgn0177054	scaffold_11	705694	707973	-	2280	384	381
FBgn0177055	scaffold_11;scaffold_11	699440;700980	700914;701118	-;-	1614	417	401
FBgn0177056	scaffold_11	689478	690494	-	1017	1	0
FBgn0177057	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	681268;682349;682665;682931;684332	681373;682638;682865;683325;684491	-;-;-;-;-	1152	0	1
FBgn0177058	scaffold_11;scaffold_11;scaffold_11;scaffold_11	678618;679057;679295;679943	678999;679232;679879;680254	-;-;-;-	1455	286	275
FBgn0177059	scaffold_11;scaffold_11;scaffold_11;scaffold_11	673853;674588;674787;674976	674525;674716;674912;676810	-;-;-;-	2763	303	300
FBgn0177060	scaffold_11;scaffold_11	669386;670366	670305;670477	-;-	1032	315	318
FBgn0177061	scaffold_11	662559	663407	-	849	510	490
FBgn0177062	scaffold_11;scaffold_11	660749;660935	660870;661700	-;-	888	165	156
FBgn0177063	scaffold_11;scaffold_11;scaffold_11;scaffold_11	636034;636242;636478;636684	636189;636409;636633;636746	-;-;-;-	543	1	1
FBgn0177064	scaffold_11;scaffold_11;scaffold_11	618336;618954;619095	618497;619042;620070	-;-;-	1227	3	3
FBgn0177066	scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68	111716;112795;116871;117788;121219;121992;122358	112728;113033;117116;118026;121531;122186;122392	-;-;-;-;-;-;-	2280	169	164
FBgn0177067	scaffold_11;scaffold_11;scaffold_11;scaffold_11	595421;595615;597470;598683	595552;595811;597600;599029	-;-;-;-	807	530	503
FBgn0177068	scaffold_11;scaffold_11	512572;512765	512707;512895	-;-	267	0	0
FBgn0177069	scaffold_11;scaffold_11;scaffold_11	481079;485120;500132	482905;485197;500158	-;-;-	1932	259	262
FBgn0177070	scaffold_11	467227	467451	-	225	0	0
FBgn0177071	scaffold_11	464903	465112	-	210	0	0
FBgn0177072	scaffold_11;scaffold_11	411994;422425	413297;422476	-;-	1356	1927	1870
FBgn0177073	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	406012;406585;406734;407008;407636;408946	406049;406666;406944;407573;407894;409286	-;-;-;-;-;-	1497	692	667
FBgn0177074	scaffold_11;scaffold_11	402958;403295	403235;404081	-;-	1065	438	431
FBgn0177075	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	398641;398753;399063;399215;402315	398692;398932;399139;399486;402354	-;-;-;-;-	621	826	783
FBgn0177076	scaffold_56;scaffold_56;scaffold_56;scaffold_56;scaffold_56	145523;150500;151142;156559;157150	145753;150676;151198;156591;157275	-;-;-;-;-	624	49	44
FBgn0177077	scaffold_417	2178	2942	-	765	0	1
FBgn0177078	scaffold_68	111356	111691	-	336	66	69
FBgn0177079	scaffold_11;scaffold_11;scaffold_11	365351;366074;368668	366000;366779;368853	-;-;-	1542	426	402
FBgn0177080	scaffold_11;scaffold_11	358933;360679	359189;361009	-;-	588	383	354
FBgn0177081	scaffold_11;scaffold_11;scaffold_11;scaffold_11	343057;344963;345146;347706	344912;345086;347645;347833	-;-;-;-	4608	2	4
FBgn0177082	scaffold_11;scaffold_11	338892;339940	339339;340640	-;-	1149	71	78
FBgn0177083	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	326474;326612;327324;327777;328009	326548;327265;327707;327803;328011	-;-;-;-;-	1143	166	153
FBgn0177084	scaffold_11;scaffold_11	323433;324260	324188;324364	-;-	861	307	313
FBgn0177085	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	319002;319592;319707;320079;320471	319536;319649;319863;320411;320521	-;-;-;-;-	1134	824	785
FBgn0177086	scaffold_11;scaffold_11;scaffold_11;scaffold_11	316613;317429;317774;318572	317376;317649;318267;318622	-;-;-;-	1530	456	453
FBgn0177087	scaffold_11;scaffold_11	314668;315742	315689;315841	-;-	1122	189	180
FBgn0177088	scaffold_11;scaffold_11;scaffold_11	312762;313168;313401	313107;313343;314234	-;-;-	1356	696	682
FBgn0177089	scaffold_68;scaffold_68	102662;103373	103310;103503	-;-	780	444	454
FBgn0177090	scaffold_11;scaffold_11	296069;297267	296694;297408	-;-	768	55	62
FBgn0177091	scaffold_11	294830	295957	-	1128	163	164
FBgn0177092	scaffold_11;scaffold_11	283846;287312	284470;288006	-;-	1320	338	333
FBgn0177093	scaffold_11;scaffold_11;scaffold_11	279085;279703;280349	279529;280287;280551	-;-;-	1233	144	143
FBgn0177094	scaffold_11;scaffold_11;scaffold_11;scaffold_11	269476;269986;270248;270524	269918;270195;270467;270994	-;-;-;-	1344	554	536
FBgn0177095	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	258815;259103;259370;259721;259986;260280;260689;261205;261380;261633;261916;262244;262440;262638	259042;259312;259662;259927;260217;260630;261148;261290;261582;261861;262186;262378;262574;262693	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3096	2601	2531
FBgn0177096	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	248840;249109;249300;251183;251445;252735	249047;249236;250918;251341;251675;253029	-;-;-;-;-;-	2640	0	0
FBgn0177097	scaffold_11	246706	248307	-	1602	20	17
FBgn0177098	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	232910;233068;233759;234003;234178;234439;234717	232998;233699;233878;234115;234384;234659;234735	-;-;-;-;-;-;-	1401	157	157
FBgn0177099	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	206193;206293;207100;207411;207659	206235;206702;207348;207493;207761	-;-;-;-;-	888	962	932
FBgn0177101	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	199073;199175;199812;200569;201074;202527	199111;199756;200511;200832;202470;203591	-;-;-;-;-;-	4047	556	537
FBgn0177102	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	197165;197418;197677;197940;198175	197312;197617;197875;198122;198233	-;-;-;-;-	789	165	156
FBgn0177103	scaffold_11;scaffold_11;scaffold_11	187884;191008;192847	188112;191112;192920	-;-;-	408	6	6
FBgn0177104	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	171900;172298;172787;173136;173364;174750;178960;179417;181389	172214;172736;173072;173300;173652;174980;179090;180634;181527	-;-;-;-;-;-;-;-;-	3213	91	98
FBgn0177105	scaffold_11	171293	171871	-	579	84	78
FBgn0177106	scaffold_11;scaffold_11	137095;137523	137274;138155	-;-	813	54	59
FBgn0177107	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	131563;131703;131958;132313;132625;132831;133189;134124;136398	131643;131885;132241;132562;132762;133121;133364;135603;136454	-;-;-;-;-;-;-;-;-	2940	538	521
FBgn0177108	scaffold_11;scaffold_11	115992;117476	117031;117482	-;-	1047	162	163
FBgn0177109	scaffold_11;scaffold_11	113717;115024	114786;115033	-;-	1080	0	0
FBgn0177110	scaffold_11;scaffold_11	107947;109280	109202;109283	-;-	1260	0	0
FBgn0177111	scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68	62143;62347;62512;63467;63727;64264;64967;67462;68804	62285;62449;63402;63670;64201;64909;67398;67639;68861	-;-;-;-;-;-;-;-;-	5130	794	759
FBgn0177112	scaffold_11;scaffold_11;scaffold_11	105431;106073;106755	105940;106662;106761	-;-;-	1107	0	0
FBgn0177113	scaffold_11;scaffold_11	103755;104696	104618;104818	-;-	987	0	0
FBgn0177114	scaffold_11;scaffold_11	72184;94286	72528;95845	-;-	1905	38	39
FBgn0177115	scaffold_11	66019	67836	-	1818	36	36
FBgn0177116	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	55275;56819;57114;57848;58255;58545;59541;60266;62216	55593;56990;57789;58192;58482;58922;59630;60820;62338	-;-;-;-;-;-;-;-;-	2886	421	410
FBgn0177117	scaffold_11	43226	44146	-	921	123	117
FBgn0177118	scaffold_11	35979	37097	-	1119	2	2
FBgn0177119	scaffold_11;scaffold_11	33494;34602	34545;34608	-;-	1059	1	1
FBgn0177120	scaffold_11;scaffold_11;scaffold_11;scaffold_11	27379;27759;27849;28899	27654;27802;28554;29087	-;-;-;-	1215	3598	3459
FBgn0177121	scaffold_11;scaffold_11	24475;24884	24791;24947	-;-	381	17	18
FBgn0177122	scaffold_68;scaffold_68;scaffold_68;scaffold_68	57771;58020;58770;58964	57953;58707;58903;58993	-;-;-;-	1035	93	93
FBgn0177123	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	20859;21525;22345;22685;23096	21471;21826;22538;23024;23557	-;-;-;-;-	1911	3016	2909
FBgn0177124	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	8140;8359;9715;10334;11468	8295;8536;10107;10766;12413	-;-;-;-;-	2106	797	754
FBgn0177125	scaffold_11;scaffold_11	15633;16024	15959;16902	+;+	1206	318	318
FBgn0177126	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	32187;32303;32499;32810;33004;37304;37565;37674;38548;39221;39794;41935;42209;42435;42596	32241;32433;32750;32946;33178;37510;37621;38480;39154;39734;41873;42078;42379;42530;42718	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5556	718	696
FBgn0177127	scaffold_11	74791	75084	+	294	2	2
FBgn0177128	scaffold_11;scaffold_11;scaffold_11	92474;92746;93046	92524;92942;93286	+;+;+	489	20	19
FBgn0177129	scaffold_11;scaffold_11	110855;111011	110858;112089	+;+	1083	0	0
FBgn0177130	scaffold_11;scaffold_11	117683;119430	117709;120428	+;+	1026	0	0
FBgn0177131	scaffold_11;scaffold_11	121470;121822	121476;122831	+;+	1017	0	0
FBgn0177132	scaffold_68	56872	57723	-	852	68	70
FBgn0177133	scaffold_11;scaffold_11;scaffold_11	124528;126123;126790	126050;126661;127394	+;+;+	2667	88	88
FBgn0177134	scaffold_11;scaffold_11	129459;130296	130235;130823	+;+	1305	8	7
FBgn0177135	scaffold_11	140634	141293	+	660	2521	2439
FBgn0177136	scaffold_11;scaffold_11	141983;142842	142393;143006	+;+	576	217	192
FBgn0177137	scaffold_11	154141	154455	+	315	14	9
FBgn0177138	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	162542;162872;163238;163523;163715;163941;164234;164451;164578;165099;165561;165720	162554;162999;163319;163647;163882;164144;164383;164516;164763;165506;165660;166075	+;+;+;+;+;+;+;+;+;+;+;+	1986	647	629
FBgn0177139	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	204807;209346;209599;209914;210251	204919;209437;209852;210121;210330	+;+;+;+;+	747	260	245
FBgn0177140	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	211718;212486;212772;213616;214109	211816;212710;213554;214044;214303	+;+;+;+;+	1731	82	83
FBgn0177141	scaffold_11;scaffold_11;scaffold_11;scaffold_11	215223;216035;216410;216833	215314;216350;216730;216982	+;+;+;+	879	2134	2074
FBgn0177142	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	219146;219740;220237;220565;220992	219161;220169;220507;220933;221258	+;+;+;+;+	1353	1046	1022
FBgn0177143	scaffold_68;scaffold_68;scaffold_68;scaffold_68	55146;55614;56226;56420	55547;56163;56359;56437	-;-;-;-	1104	22	9
FBgn0177144	scaffold_11;scaffold_11;scaffold_11;scaffold_11	222869;223161;223526;223937	223068;223458;223879;224209	+;+;+;+	1125	0	0
FBgn0177145	scaffold_11	224807	225103	+	297	0	0
FBgn0177146	scaffold_11;scaffold_11;scaffold_11	230592;231036;231409	230914;231339;231489	+;+;+	708	1	1
FBgn0177147	scaffold_11;scaffold_11	231543;231784	231725;232053	+;+	453	0	0
FBgn0177148	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	235934;237141;237392;237925;238155;238414;239625	236019;237316;237861;238080;238352;238561;239707	+;+;+;+;+;+;+	1317	2368	2338
FBgn0177149	scaffold_11;scaffold_11;scaffold_11;scaffold_11	241038;241629;242095;243136	241217;241816;243070;243324	+;+;+;+	1533	1671	1628
FBgn0177150	scaffold_11;scaffold_11	243691;244727	244662;244927	+;+	1173	332	336
FBgn0177151	scaffold_11;scaffold_11;scaffold_11;scaffold_11	245311;245572;245884;246077	245506;245831;246019;246615	+;+;+;+	1131	0	0
FBgn0177152	scaffold_11	254363	256972	+	2610	68	58
FBgn0177153	scaffold_11;scaffold_11;scaffold_11	257596;257832;258375	257779;258305;258721	+;+;+	1005	15	14
FBgn0177154	scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68;scaffold_68	47894;50214;50737;50898;51122;51395;51680	49481;50665;50833;51038;51328;51585;51766	-;-;-;-;-;-;-	2763	107	106
FBgn0177155	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	265448;265692;265860;266308;266907;267231;267409;267566;267711;268010;268556	265627;265795;266057;266844;267165;267344;267495;267649;267953;268280;268686	+;+;+;+;+;+;+;+;+;+;+	2208	1330	1328
FBgn0177157	scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11;scaffold_11	273528;275603;276843;277205;277395;277627;277818	273858;275781;277135;277330;277571;277762;278114	+;+;+;+;+;+;+	1539	1416	1407
FBgn0177158	scaffold_11;scaffold_11	283557;283670	283616;283765	+;+	156	81	78
